Consensus Version,Reference Slot,CL Balance (Gwei),Number of Validators,Withdrawal Vault Balance (ETH),EL Rewards Vault Balance (ETH),Shares Requested to Burn,Withdrawal Finalization Batches,Is Bunker Mode,Extra Data Format,Extra Data Hash,Extra Data Items Count,Staking Module IDs with Newly Exited Validators,Number of Exited Validators by Staking Module
2,11087999,10000000000,385873,224.997940477,4.996764043708639601,0,"[1,2,3]",false,0,0x0000000000000000000000000000000000000000000000000000000000000000,0,[],[]
